# Unified Field Theory Simulation Data
# Generated: 2026-02-05 22:34:53
# Lattice size: 64×64
# Total steps: 1000
#
# Columns: step, time, beta, energy, coherence, charge, rho_lambda
#
    40       0.40   2.5561e+42   1.0469e+46   1.0000    -2.00  6.0569e+146
    41       0.41   2.4952e+42   1.0222e+46   1.0000    -2.00  5.9127e+146
    42       0.42   2.4372e+42   9.9839e+45   1.0000    -2.00  5.7752e+146
    43       0.43   2.3818e+42   9.7556e+45   1.0000    -2.00  5.6440e+146
    44       0.44   2.3289e+42   9.5390e+45   1.0000    -2.00  5.5185e+146
    45       0.45   2.2783e+42   9.3325e+45   1.0000    -2.00  5.3986e+146
    46       0.46   2.2298e+42   9.1313e+45   1.0000    -2.00  5.2837e+146
    47       0.47   2.1833e+42   8.9441e+45   1.0000    -2.00  5.1736e+146
    48       0.48   2.1388e+42   8.7602e+45   1.0000    -2.00  5.0681e+146
    49       0.49   2.0960e+42   8.5845e+45   1.0000    -2.00  4.9667e+146
    50       0.50   2.0549e+42   8.4180e+45   1.0000    -2.00  4.8693e+146
    51       0.51   2.0154e+42   8.2553e+45   1.0000    -2.00  4.7757e+146
    52       0.52   1.9774e+42   8.1000e+45   1.0000    -2.00  4.6856e+146
    53       0.53   1.9407e+42   7.9482e+45   1.0000    -2.00  4.5988e+146
    54       0.54   1.9055e+42   7.8052e+45   1.0000    -2.00  4.5152e+146
    55       0.55   1.8714e+42   7.6644e+45   1.0000    -2.00  4.4345e+146
    56       0.56   1.8386e+42   7.5315e+45   1.0000    -2.00  4.3567e+146
    57       0.57   1.8069e+42   7.4010e+45   1.0000    -2.00  4.2816e+146
    58       0.58   1.7763e+42   7.2750e+45   1.0000    -2.00  4.2091e+146
    59       0.59   1.7467e+42   7.1545e+45   1.0000    -2.00  4.1389e+146
    60       0.60   1.7180e+42   7.0370e+45   1.0000    -2.00  4.0711e+146
    61       0.61   1.6903e+42   6.9234e+45   1.0000    -2.00  4.0054e+146
    62       0.62   1.6635e+42   6.8143e+45   1.0000    -2.00  3.9418e+146
    63       0.63   1.6375e+42   6.7070e+45   1.0000    -2.00  3.8802e+146
    64       0.64   1.6123e+42   6.6044e+45   1.0000    -2.00  3.8205e+146
    65       0.65   1.5879e+42   6.5031e+45   1.0000    -2.00  3.7626e+146
    66       0.66   1.5642e+42   6.4058e+45   1.0000    -2.00  3.7065e+146
    67       0.67   1.5412e+42   6.3139e+45   1.0000    -2.00  3.6520e+146
    68       0.68   1.5188e+42   6.2214e+45   1.0000    -2.00  3.5991e+146
    69       0.69   1.4971e+42   6.1333e+45   1.0000    -2.00  3.5476e+146
    70       0.70   1.4761e+42   6.0454e+45   1.0000    -2.00  3.4977e+146
    71       0.71   1.4556e+42   5.9628e+45   1.0000    -2.00  3.4491e+146
    72       0.72   1.4356e+42   5.8799e+45   1.0000    -2.00  3.4018e+146
    73       0.73   1.4162e+42   5.8001e+45   1.0000    -2.00  3.3559e+146
    74       0.74   1.3973e+42   5.7233e+45   1.0000    -2.00  3.3111e+146
    75       0.75   1.3789e+42   5.6476e+45   1.0000    -2.00  3.2676e+146
    76       0.76   1.3610e+42   5.5749e+45   1.0000    -2.00  3.2251e+146
    77       0.77   1.3436e+42   5.5033e+45   1.0000    -2.00  3.1838e+146
    78       0.78   1.3266e+42   5.4338e+45   1.0000    -2.00  3.1435e+146
    79       0.79   1.3100e+42   5.3663e+45   1.0000    -2.00  3.1042e+146
    80       0.80   1.2938e+42   5.3003e+45   1.0000    -2.00  3.0659e+146
    81       0.81   1.2780e+42   5.2347e+45   1.0000    -2.00  3.0285e+146
    82       0.82   1.2627e+42   5.1711e+45   1.0000    -2.00  2.9920e+146
    83       0.83   1.2476e+42   5.1111e+45   1.0000    -2.00  2.9564e+146
    84       0.84   1.2329e+42   5.0497e+45   1.0000    -2.00  2.9216e+146
    85       0.85   1.2186e+42   4.9908e+45   1.0000    -2.00  2.8876e+146
    86       0.86   1.2046e+42   4.9344e+45   1.0000    -2.00  2.8544e+146
    87       0.87   1.1909e+42   4.8781e+45   1.0000    -2.00  2.8220e+146
    88       0.88   1.1775e+42   4.8229e+45   1.0000    -2.00  2.7903e+146
    89       0.89   1.1644e+42   4.7690e+45   1.0000    -2.00  2.7593e+146
    90       0.90   1.1516e+42   4.7182e+45   1.0000    -2.00  2.7290e+146
    91       0.91   1.1391e+42   4.6654e+45   1.0000    -2.00  2.6993e+146
    92       0.92   1.1269e+42   4.6164e+45   1.0000    -2.00  2.6703e+146
    93       0.93   1.1149e+42   4.5667e+45   1.0000    -2.00  2.6419e+146
    94       0.94   1.1032e+42   4.5189e+45   1.0000    -2.00  2.6140e+146
    95       0.95   1.0917e+42   4.4717e+45   1.0000    -2.00  2.5868e+146
    96       0.96   1.0804e+42   4.4249e+45   1.0000    -2.00  2.5602e+146
    97       0.97   1.0694e+42   4.3804e+45   1.0000    -2.00  2.5340e+146
    98       0.98   1.0586e+42   4.3355e+45   1.0000    -2.00  2.5084e+146
    99       0.99   1.0480e+42   4.2914e+45   1.0000    -2.00  2.4833e+146
   100       1.00   1.0376e+42   4.2496e+45   1.0000    -2.00  2.4588e+146
   101       1.01   1.0275e+42   4.2080e+45   1.0000    -2.00  2.4347e+146
   102       1.02   1.0175e+42   4.1683e+45   1.0000    -2.00  2.4110e+146
   103       1.03   1.0077e+42   4.1280e+45   1.0000    -2.00  2.3878e+146
   104       1.04   9.9810e+41   4.0883e+45   1.0000    -2.00  2.3651e+146
   105       1.05   9.8868e+41   4.0495e+45   1.0000    -2.00  2.3428e+146
   106       1.06   9.7944e+41   4.0121e+45   1.0000    -2.00  2.3209e+146
   107       1.07   9.7037e+41   3.9746e+45   1.0000    -2.00  2.2994e+146
   108       1.08   9.6147e+41   3.9382e+45   1.0000    -2.00  2.2783e+146
   109       1.09   9.5273e+41   3.9028e+45   1.0000    -2.00  2.2576e+146
   110       1.10   9.4414e+41   3.8680e+45   1.0000    -2.00  2.2372e+146
   111       1.11   9.3571e+41   3.8325e+45   1.0000    -2.00  2.2173e+146
   112       1.12   9.2743e+41   3.7987e+45   1.0000    -2.00  2.1977e+146
   113       1.13   9.1930e+41   3.7659e+45   1.0000    -2.00  2.1784e+146
   114       1.14   9.1130e+41   3.7331e+45   1.0000    -2.00  2.1594e+146
   115       1.15   9.0345e+41   3.7005e+45   1.0000    -2.00  2.1408e+146
   116       1.16   8.9573e+41   3.6697e+45   1.0000    -2.00  2.1225e+146
   117       1.17   8.8814e+41   3.6379e+45   1.0000    -2.00  2.1045e+146
   118       1.18   8.8067e+41   3.6073e+45   1.0000    -2.00  2.0868e+146
   119       1.19   8.7333e+41   3.5770e+45   1.0000    -2.00  2.0695e+146
   120       1.20   8.6612e+41   3.5479e+45   1.0000    -2.00  2.0524e+146
   121       1.21   8.5902e+41   3.5188e+45   1.0000    -2.00  2.0355e+146
   122       1.22   8.5203e+41   3.4897e+45   1.0000    -2.00  2.0190e+146
   123       1.23   8.4516e+41   3.4615e+45   1.0000    -2.00  2.0027e+146
   124       1.24   8.3840e+41   3.4342e+45   1.0000    -2.00  1.9867e+146
   125       1.25   8.3175e+41   3.4067e+45   1.0000    -2.00  1.9709e+146
   126       1.26   8.2520e+41   3.3802e+45   1.0000    -2.00  1.9554e+146
   127       1.27   8.1875e+41   3.3536e+45   1.0000    -2.00  1.9401e+146
   128       1.28   8.1240e+41   3.3272e+45   1.0000    -2.00  1.9251e+146
   129       1.29   8.0615e+41   3.3025e+45   1.0000    -2.00  1.9103e+146
   130       1.30   8.0000e+41   3.2768e+45   1.0000    -2.00  1.8957e+146
   131       1.31   7.9394e+41   3.2516e+45   1.0000    -2.00  1.8813e+146
   132       1.32   7.8797e+41   3.2277e+45   1.0000    -2.00  1.8672e+146
   133       1.33   7.8209e+41   3.2035e+45   1.0000    -2.00  1.8532e+146
   134       1.34   7.7630e+41   3.1802e+45   1.0000    -2.00  1.8395e+146
   135       1.35   7.7059e+41   3.1561e+45   1.0000    -2.00  1.8260e+146
   136       1.36   7.6496e+41   3.1336e+45   1.0000    -2.00  1.8127e+146
   137       1.37   7.5942e+41   3.1108e+45   1.0000    -2.00  1.7995e+146
   138       1.38   7.5396e+41   3.0886e+45   1.0000    -2.00  1.7866e+146
   139       1.39   7.4857e+41   3.0662e+45   1.0000    -2.00  1.7738e+146
   140       1.40   7.4326e+41   3.0442e+45   1.0000    -2.00  1.7612e+146
   141       1.41   7.3803e+41   3.0232e+45   1.0000    -2.00  1.7488e+146
   142       1.42   7.3287e+41   3.0014e+45   1.0000    -2.00  1.7366e+146
   143       1.43   7.2778e+41   2.9809e+45   1.0000    -2.00  1.7245e+146
   144       1.44   7.2276e+41   2.9613e+45   1.0000    -2.00  1.7127e+146
   145       1.45   7.1781e+41   2.9401e+45   1.0000    -2.00  1.7009e+146
   146       1.46   7.1293e+41   2.9199e+45   1.0000    -2.00  1.6894e+146
   147       1.47   7.0811e+41   2.9003e+45   1.0000    -2.00  1.6779e+146
   148       1.48   7.0336e+41   2.8810e+45   1.0000    -2.00  1.6667e+146
   149       1.49   6.9867e+41   2.8623e+45   1.0000    -2.00  1.6556e+146
   150       1.50   6.9404e+41   2.8431e+45   1.0000    -2.00  1.6446e+146
   151       1.51   6.8947e+41   2.8243e+45   1.0000    -2.00  1.6338e+146
   152       1.52   6.8497e+41   2.8056e+45   1.0000    -2.00  1.6231e+146
   153       1.53   6.8052e+41   2.7875e+45   1.0000    -2.00  1.6126e+146
   154       1.54   6.7613e+41   2.7692e+45   1.0000    -2.00  1.6022e+146
   155       1.55   6.7179e+41   2.7515e+45   1.0000    -2.00  1.5919e+146
   156       1.56   6.6752e+41   2.7344e+45   1.0000    -2.00  1.5817e+146
   157       1.57   6.6329e+41   2.7168e+45   1.0000    -2.00  1.5717e+146
   158       1.58   6.5912e+41   2.6996e+45   1.0000    -2.00  1.5619e+146
   159       1.59   6.5500e+41   2.6829e+45   1.0000    -2.00  1.5521e+146
   160       1.60   6.5093e+41   2.6663e+45   1.0000    -2.00  1.5425e+146
   161       1.61   6.4691e+41   2.6493e+45   1.0000    -2.00  1.5329e+146
   162       1.62   6.4294e+41   2.6339e+45   1.0000    -2.00  1.5235e+146
   163       1.63   6.3902e+41   2.6176e+45   1.0000    -2.00  1.5142e+146
   164       1.64   6.3515e+41   2.6017e+45   1.0000    -2.00  1.5051e+146
   165       1.65   6.3133e+41   2.5858e+45   1.0000    -2.00  1.4960e+146
   166       1.66   6.2754e+41   2.5707e+45   1.0000    -2.00  1.4870e+146
   167       1.67   6.2381e+41   2.5550e+45   1.0000    -2.00  1.4782e+146
   168       1.68   6.2012e+41   2.5400e+45   1.0000    -2.00  1.4694e+146
   169       1.69   6.1647e+41   2.5247e+45   1.0000    -2.00  1.4608e+146
   170       1.70   6.1287e+41   2.5105e+45   1.0000    -2.00  1.4522e+146
   171       1.71   6.0930e+41   2.4959e+45   1.0000    -2.00  1.4438e+146
   172       1.72   6.0578e+41   2.4813e+45   1.0000    -2.00  1.4355e+146
   173       1.73   6.0230e+41   2.4673e+45   1.0000    -2.00  1.4272e+146
   174       1.74   5.9886e+41   2.4528e+45   1.0000    -2.00  1.4191e+146
   175       1.75   5.9545e+41   2.4390e+45   1.0000    -2.00  1.4110e+146
   176       1.76   5.9209e+41   2.4253e+45   1.0000    -2.00  1.4030e+146
   177       1.77   5.8876e+41   2.4119e+45   1.0000    -2.00  1.3951e+146
   178       1.78   5.8547e+41   2.3983e+45   1.0000    -2.00  1.3873e+146
   179       1.79   5.8222e+41   2.3851e+45   1.0000    -2.00  1.3796e+146
   180       1.80   5.7901e+41   2.3711e+45   1.0000    -2.00  1.3720e+146
   181       1.81   5.7582e+41   2.3584e+45   1.0000    -2.00  1.3645e+146
   182       1.82   5.7268e+41   2.3459e+45   1.0000    -2.00  1.3570e+146
   183       1.83   5.6957e+41   2.3331e+45   1.0000    -2.00  1.3496e+146
   184       1.84   5.6649e+41   2.3203e+45   1.0000    -2.00  1.3423e+146
   185       1.85   5.6344e+41   2.3078e+45   1.0000    -2.00  1.3351e+146
   186       1.86   5.6043e+41   2.2954e+45   1.0000    -2.00  1.3280e+146
   187       1.87   5.5745e+41   2.2832e+45   1.0000    -2.00  1.3209e+146
   188       1.88   5.5450e+41   2.2715e+45   1.0000    -2.00  1.3139e+146
   189       1.89   5.5158e+41   2.2593e+45   1.0000    -2.00  1.3070e+146
   190       1.90   5.4869e+41   2.2474e+45   1.0000    -2.00  1.3002e+146
   191       1.91   5.4583e+41   2.2362e+45   1.0000    -2.00  1.2934e+146
   192       1.92   5.4301e+41   2.2240e+45   1.0000    -2.00  1.2867e+146
   193       1.93   5.4021e+41   2.2129e+45   1.0000    -2.00  1.2801e+146
   194       1.94   5.3744e+41   2.2014e+45   1.0000    -2.00  1.2735e+146
   195       1.95   5.3469e+41   2.1902e+45   1.0000    -2.00  1.2670e+146
   196       1.96   5.3198e+41   2.1791e+45   1.0000    -2.00  1.2606e+146
   197       1.97   5.2929e+41   2.1680e+45   1.0000    -2.00  1.2542e+146
   198       1.98   5.2663e+41   2.1569e+45   1.0000    -2.00  1.2479e+146
   199       1.99   5.2400e+41   2.1465e+45   1.0000    -2.00  1.2417e+146
   200       2.00   5.2139e+41   2.1357e+45   1.0000    -2.00  1.2355e+146
   201       2.01   5.1881e+41   2.1253e+45   1.0000    -2.00  1.2294e+146
   202       2.02   5.1626e+41   2.1148e+45   1.0000    -2.00  1.2233e+146
   203       2.03   5.1373e+41   2.1041e+45   1.0000    -2.00  1.2173e+146
   204       2.04   5.1122e+41   2.0940e+45   1.0000    -2.00  1.2114e+146
   205       2.05   5.0874e+41   2.0838e+45   1.0000    -2.00  1.2055e+146
   206       2.06   5.0628e+41   2.0736e+45   1.0000    -2.00  1.1997e+146
   207       2.07   5.0385e+41   2.0639e+45   1.0000    -2.00  1.1939e+146
   208       2.08   5.0144e+41   2.0539e+45   1.0000    -2.00  1.1882e+146
   209       2.09   4.9905e+41   2.0445e+45   1.0000    -2.00  1.1825e+146
   210       2.10   4.9668e+41   2.0344e+45   1.0000    -2.00  1.1769e+146
   211       2.11   4.9434e+41   2.0249e+45   1.0000    -2.00  1.1714e+146
   212       2.12   4.9202e+41   2.0149e+45   1.0000    -2.00  1.1659e+146
   213       2.13   4.8972e+41   2.0057e+45   1.0000    -2.00  1.1604e+146
   214       2.14   4.8744e+41   1.9968e+45   1.0000    -2.00  1.1550e+146
   215       2.15   4.8519e+41   1.9870e+45   1.0000    -2.00  1.1497e+146
   216       2.16   4.8295e+41   1.9780e+45   1.0000    -2.00  1.1444e+146
   217       2.17   4.8073e+41   1.9690e+45   1.0000    -2.00  1.1391e+146
   218       2.18   4.7854e+41   1.9604e+45   1.0000    -2.00  1.1339e+146
   219       2.19   4.7636e+41   1.9512e+45   1.0000    -2.00  1.1288e+146
   220       2.20   4.7421e+41   1.9426e+45   1.0000    -2.00  1.1237e+146
   221       2.21   4.7207e+41   1.9335e+45   1.0000    -2.00  1.1186e+146
   222       2.22   4.6996e+41   1.9249e+45   1.0000    -2.00  1.1136e+146
   223       2.23   4.6786e+41   1.9166e+45   1.0000    -2.00  1.1086e+146
   224       2.24   4.6578e+41   1.9077e+45   1.0000    -2.00  1.1037e+146
   225       2.25   4.6372e+41   1.8993e+45   1.0000    -2.00  1.0988e+146
   226       2.26   4.6167e+41   1.8911e+45   1.0000    -2.00  1.0940e+146
   227       2.27   4.5965e+41   1.8826e+45   1.0000    -2.00  1.0892e+146
   228       2.28   4.5764e+41   1.8746e+45   1.0000    -2.00  1.0844e+146
   229       2.29   4.5565e+41   1.8665e+45   1.0000    -2.00  1.0797e+146
   230       2.30   4.5368e+41   1.8583e+45   1.0000    -2.00  1.0750e+146
   231       2.31   4.5172e+41   1.8502e+45   1.0000    -2.00  1.0704e+146
   232       2.32   4.4979e+41   1.8424e+45   1.0000    -2.00  1.0658e+146
   233       2.33   4.4786e+41   1.8345e+45   1.0000    -2.00  1.0613e+146
   234       2.34   4.4596e+41   1.8266e+45   1.0000    -2.00  1.0567e+146
   235       2.35   4.4407e+41   1.8188e+45   1.0000    -2.00  1.0523e+146
   236       2.36   4.4219e+41   1.8111e+45   1.0000    -2.00  1.0478e+146
   237       2.37   4.4034e+41   1.8034e+45   1.0000    -2.00  1.0434e+146
   238       2.38   4.3849e+41   1.7961e+45   1.0000    -2.00  1.0391e+146
   239       2.39   4.3667e+41   1.7885e+45   1.0000    -2.00  1.0347e+146
   240       2.40   4.3485e+41   1.7810e+45   1.0000    -2.00  1.0304e+146
   241       2.41   4.3306e+41   1.7735e+45   1.0000    -2.00  1.0262e+146
   242       2.42   4.3128e+41   1.7664e+45   1.0000    -2.00  1.0220e+146
   243       2.43   4.2951e+41   1.7594e+45   1.0000    -2.00  1.0178e+146
   244       2.44   4.2776e+41   1.7521e+45   1.0000    -2.00  1.0136e+146
   245       2.45   4.2602e+41   1.7451e+45   1.0000    -2.00  1.0095e+146
   246       2.46   4.2429e+41   1.7380e+45   1.0000    -2.00  1.0054e+146
   247       2.47   4.2258e+41   1.7309e+45   1.0000    -2.00  1.0013e+146
   248       2.48   4.2088e+41   1.7241e+45   1.0000    -2.00  9.9733e+145
   249       2.49   4.1920e+41   1.7167e+45   1.0000    -2.00  9.9334e+145
   250       2.50   4.1753e+41   1.7102e+45   1.0000    -2.00  9.8938e+145
   251       2.51   4.1587e+41   1.7036e+45   1.0000    -2.00  9.8545e+145
   252       2.52   4.1423e+41   1.6967e+45   1.0000    -2.00  9.8156e+145
   253       2.53   4.1260e+41   1.6900e+45   1.0000    -2.00  9.7770e+145
   254       2.54   4.1098e+41   1.6833e+45   1.0000    -2.00  9.7386e+145
   255       2.55   4.0937e+41   1.6769e+45   1.0000    -2.00  9.7006e+145
   256       2.56   4.0778e+41   1.6705e+45   1.0000    -2.00  9.6628e+145
   257       2.57   4.0620e+41   1.6640e+45   1.0000    -2.00  9.6254e+145
   258       2.58   4.0463e+41   1.6574e+45   1.0000    -2.00  9.5882e+145
   259       2.59   4.0308e+41   1.6512e+45   1.0000    -2.00  9.5513e+145
   260       2.60   4.0153e+41   1.6447e+45   1.0000    -2.00  9.5147e+145
   261       2.61   4.0000e+41   1.6385e+45   1.0000    -2.00  9.4784e+145
   262       2.62   3.9848e+41   1.6323e+45   1.0000    -2.00  9.4424e+145
   263       2.63   3.9697e+41   1.6260e+45   1.0000    -2.00  9.4066e+145
   264       2.64   3.9547e+41   1.6198e+45   1.0000    -2.00  9.3711e+145
   265       2.65   3.9398e+41   1.6138e+45   1.0000    -2.00  9.3359e+145
   266       2.66   3.9251e+41   1.6079e+45   1.0000    -2.00  9.3009e+145
   267       2.67   3.9104e+41   1.6019e+45   1.0000    -2.00  9.2662e+145
   268       2.68   3.8959e+41   1.5960e+45   1.0000    -2.00  9.2318e+145
   269       2.69   3.8815e+41   1.5898e+45   1.0000    -2.00  9.1976e+145
   270       2.70   3.8672e+41   1.5840e+45   1.0000    -2.00  9.1636e+145
   271       2.71   3.8529e+41   1.5781e+45   1.0000    -2.00  9.1299e+145
   272       2.72   3.8388e+41   1.5723e+45   1.0000    -2.00  9.0965e+145
   273       2.73   3.8248e+41   1.5666e+45   1.0000    -2.00  9.0633e+145
   274       2.74   3.8109e+41   1.5609e+45   1.0000    -2.00  9.0303e+145
   275       2.75   3.7971e+41   1.5552e+45   1.0000    -2.00  8.9976e+145
   276       2.76   3.7834e+41   1.5498e+45   1.0000    -2.00  8.9651e+145
   277       2.77   3.7698e+41   1.5442e+45   1.0000    -2.00  8.9329e+145
   278       2.78   3.7563e+41   1.5390e+45   1.0000    -2.00  8.9009e+145
   279       2.79   3.7429e+41   1.5330e+45   1.0000    -2.00  8.8691e+145
   280       2.80   3.7295e+41   1.5277e+45   1.0000    -2.00  8.8375e+145
   281       2.81   3.7163e+41   1.5221e+45   1.0000    -2.00  8.8062e+145
   282       2.82   3.7032e+41   1.5167e+45   1.0000    -2.00  8.7751e+145
   283       2.83   3.6901e+41   1.5115e+45   1.0000    -2.00  8.7442e+145
   284       2.84   3.6772e+41   1.5059e+45   1.0000    -2.00  8.7135e+145
   285       2.85   3.6643e+41   1.5010e+45   1.0000    -2.00  8.6830e+145
   286       2.86   3.6516e+41   1.4959e+45   1.0000    -2.00  8.6528e+145
   287       2.87   3.6389e+41   1.4904e+45   1.0000    -2.00  8.6227e+145
   288       2.88   3.6263e+41   1.4853e+45   1.0000    -2.00  8.5929e+145
   289       2.89   3.6138e+41   1.4802e+45   1.0000    -2.00  8.5633e+145
   290       2.90   3.6014e+41   1.4751e+45   1.0000    -2.00  8.5338e+145
   291       2.91   3.5890e+41   1.4699e+45   1.0000    -2.00  8.5046e+145
   292       2.92   3.5768e+41   1.4650e+45   1.0000    -2.00  8.4756e+145
   293       2.93   3.5646e+41   1.4600e+45   1.0000    -2.00  8.4468e+145
   294       2.94   3.5525e+41   1.4552e+45   1.0000    -2.00  8.4181e+145
   295       2.95   3.5405e+41   1.4502e+45   1.0000    -2.00  8.3897e+145
   296       2.96   3.5286e+41   1.4451e+45   1.0000    -2.00  8.3614e+145
   297       2.97   3.5168e+41   1.4403e+45   1.0000    -2.00  8.3334e+145
   298       2.98   3.5050e+41   1.4355e+45   1.0000    -2.00  8.3055e+145
   299       2.99   3.4933e+41   1.4309e+45   1.0000    -2.00  8.2778e+145
   300       3.00   3.4817e+41   1.4263e+45   1.0000    -2.00  8.2503e+145
   301       3.01   3.4702e+41   1.4214e+45   1.0000    -2.00  8.2230e+145
   302       3.02   3.4587e+41   1.4168e+45   1.0000    -2.00  8.1959e+145
   303       3.03   3.4474e+41   1.4120e+45   1.0000    -2.00  8.1689e+145
   304       3.04   3.4361e+41   1.4074e+45   1.0000    -2.00  8.1421e+145
   305       3.05   3.4248e+41   1.4025e+45   1.0000    -2.00  8.1155e+145
   306       3.06   3.4137e+41   1.3983e+45   1.0000    -2.00  8.0891e+145
   307       3.07   3.4026e+41   1.3935e+45   1.0000    -2.00  8.0628e+145
   308       3.08   3.3916e+41   1.3894e+45   1.0000    -2.00  8.0367e+145
   309       3.09   3.3806e+41   1.3846e+45   1.0000    -2.00  8.0108e+145
   310       3.10   3.3698e+41   1.3804e+45   1.0000    -2.00  7.9850e+145
   311       3.11   3.3590e+41   1.3761e+45   1.0000    -2.00  7.9594e+145
   312       3.12   3.3482e+41   1.3715e+45   1.0000    -2.00  7.9340e+145
   313       3.13   3.3376e+41   1.3670e+45   1.0000    -2.00  7.9087e+145
   314       3.14   3.3270e+41   1.3628e+45   1.0000    -2.00  7.8836e+145
   315       3.15   3.3165e+41   1.3585e+45   1.0000    -2.00  7.8587e+145
   316       3.16   3.3060e+41   1.3542e+45   1.0000    -2.00  7.8339e+145
   317       3.17   3.2956e+41   1.3499e+45   1.0000    -2.00  7.8093e+145
   318       3.18   3.2853e+41   1.3458e+45   1.0000    -2.00  7.7848e+145
   319       3.19   3.2750e+41   1.3415e+45   1.0000    -2.00  7.7605e+145
   320       3.20   3.2648e+41   1.3374e+45   1.0000    -2.00  7.7363e+145
   321       3.21   3.2547e+41   1.3334e+45   1.0000    -2.00  7.7123e+145
   322       3.22   3.2446e+41   1.3292e+45   1.0000    -2.00  7.6884e+145
   323       3.23   3.2346e+41   1.3252e+45   1.0000    -2.00  7.6646e+145
   324       3.24   3.2246e+41   1.3209e+45   1.0000    -2.00  7.6411e+145
   325       3.25   3.2147e+41   1.3167e+45   1.0000    -2.00  7.6176e+145
   326       3.26   3.2049e+41   1.3130e+45   1.0000    -2.00  7.5943e+145
   327       3.27   3.1951e+41   1.3086e+45   1.0000    -2.00  7.5712e+145
   328       3.28   3.1854e+41   1.3047e+45   1.0000    -2.00  7.5482e+145
   329       3.29   3.1758e+41   1.3010e+45   1.0000    -2.00  7.5253e+145
   330       3.30   3.1662e+41   1.2970e+45   1.0000    -2.00  7.5026e+145
   331       3.31   3.1566e+41   1.2930e+45   1.0000    -2.00  7.4800e+145
   332       3.32   3.1471e+41   1.2890e+45   1.0000    -2.00  7.4575e+145
   333       3.33   3.1377e+41   1.2850e+45   1.0000    -2.00  7.4352e+145
   334       3.34   3.1284e+41   1.2815e+45   1.0000    -2.00  7.4130e+145
   335       3.35   3.1190e+41   1.2777e+45   1.0000    -2.00  7.3909e+145
   336       3.36   3.1098e+41   1.2737e+45   1.0000    -2.00  7.3690e+145
